id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19794734,Habitación individual cerca de Cuatro Caminos!,139795782,María,Tetuán,Bellas Vistas,40.4496,-3.70389,Private room,23,1,19,2019-09-30,0.57,1,333
19795158,All Apartment at Tipical Currala of Madrid.,48927615,Design 2xA,Centro,Embajadores,40.409,-3.69918,Entire home/apt,70,3,47,2018-12-09,1.38,1,0
19795184,Design apartment in the center of Madrid,54949691,Sol,Centro,Universidad,40.42595,-3.70913,Entire home/apt,62,3,96,2020-03-04,2.80,2,180
19798034,LOS PINTORES,1408525,Mad4Rent,Centro,Embajadores,40.41033,-3.70703,Entire home/apt,110,3,30,2019-11-30,1.04,56,345
19802564,IFEMA/FERIA MADRID/Airport/ BIG COZY ROOM,139811136,Alvaro,Hortaleza,Pinar del Rey,40.4695,-3.6388,Private room,30,1,59,2020-02-03,1.77,2,89
19803139,Single room in front of the Royal Palace of Madrid,11739091,Francisco,Moncloa - Aravaca,Argüelles,40.42114,-3.71749,Private room,15,3,0,,,1,0
19803659,ALQUILER HABITACIÓN EN SANCHINARRO,81653239,Daniela,Hortaleza,Valdefuentes,40.48983,-3.66812,Private room,22,5,13,2019-07-28,0.40,1,135
19804684,Charming loft in the center of Madrid,9885245,My Mad Madrid,Centro,Embajadores,40.40827,-3.70297,Entire home/apt,50,1,201,2020-03-02,5.80,40,1
19805401,MadridinthePink - BLUE Room. Habitación doble.,139639041,Elena,Centro,Embajadores,40.40913,-3.6992,Private room,35,2,182,2020-03-21,5.50,3,0
19806658,Usama,138219052,Ossama,Fuencarral - El Pardo,Pilar,40.48069,-3.71256,Private room,34,1,0,,,1,358
19807607,Close but not in the middle of everything,115155250,José,Ciudad Lineal,Ventas,40.4311,-3.64913,Private room,20,3,219,2020-03-14,6.38,1,0
19808708,Home Sweet Home,100873847,Demian,Moratalaz,Media Legua,40.40741,-3.6522,Private room,12,1,0,,,1,0
19809225,Condesa,15328438,Maria,Fuencarral - El Pardo,Valverde,40.50603,-3.68784,Private room,80,1,0,,,1,0
19813949,"The Belvedere Ático de lujo, Enorme Terraza con Vistas Únicas sobre Madrid",96446898,Oasis Collections,Centro,Justicia,40.42233,-3.69852,Entire home/apt,167,30,12,2019-11-06,0.47,22,355
19817938,Apartamento Madrid centro La Latina/Plaza Mayor.,140013717,Javier,Centro,Palacio,40.41496,-3.70835,Entire home/apt,45,2,166,2020-03-13,4.86,1,161
19821078,Alaia Holidays Gran Vía,106745942,Alaia,Centro,Sol,40.41984,-3.7008,Entire home/apt,200,1,1,2019-06-29,0.09,6,99
19822037,MALASAÑA CENTER APARTMENT,135786758,Agustín,Centro,Universidad,40.42854,-3.70581,Entire home/apt,80,1,60,2020-02-14,1.84,1,171
19823070,MadridinthePink - PURPLE Room . Habitación doble,139639041,Elena,Centro,Embajadores,40.40947,-3.69911,Private room,33,2,141,2020-03-06,4.38,3,140
19824262,HABITACION PARTICULAR PARA UNA O DOS PERSONAS,140075176,Carlos,Puente de Vallecas,Palomeras Bajas,40.38045,-3.65824,Private room,32,2,47,2020-03-02,1.38,1,90
19825677,Nice apartment perfect to disconnect,69502268,Eduardo,Puente de Vallecas,Numancia,40.40399,-3.66035,Entire home/apt,40,3,110,2020-03-18,3.31,3,72
19826108,"Casa agradable y luminosa, disfruta de la estancia",29939924,Marina,Salamanca,Fuente del Berro,40.42741,-3.6628,Private room,20,2,1,2017-09-10,0.03,1,0
19834917,A bright room with private toilet in Malasana!,12475744,Marino,Centro,Universidad,40.42377,-3.70593,Entire home/apt,51,2,0,,,1,0
19836220,Precioso Apartamento en el corazón de Lavapiés,132049137,Víctor,Centro,Embajadores,40.40989,-3.70013,Entire home/apt,48,2,82,2020-03-12,2.43,10,72
19840799,"La Latina , Tapas. 2 rooms",5537924,Amaia,Centro,Palacio,40.40995,-3.71142,Entire home/apt,75,3,75,2020-01-07,2.22,7,357
19842111,Habitación en el centro de madrid. Buena ubicacion,134669285,Lorenlay,Chamberí,Gaztambide,40.43197,-3.71353,Private room,25,4,0,,,1,0
19844713,Great Loft  - Lavapiés -  10 min from Atocha,14310987,Marina Y Jose,Centro,Embajadores,40.40743,-3.70154,Entire home/apt,80,3,9,2019-12-29,0.28,1,137
19845235,Madrid Center - Nice bedroom in shared f,39094209,Claire,Centro,Palacio,40.41893,-3.70971,Private room,13,5,1,2017-08-17,0.03,1,0
19845500,"Room with Balcony in the Center of Madrid, SOL.",125696798,Raquel,Centro,Embajadores,40.41356,-3.70612,Private room,50,4,34,2020-01-04,0.99,1,12
19850900,Habitación a 15 min del centro y junto al Retiro,7603955,Gonzalo,Retiro,Jerónimos,40.40856,-3.67868,Private room,18,1,0,,,1,0
19850984,MadridinthePink - WHITE Room. Habitación Litera,139639041,Elena,Centro,Embajadores,40.41093,-3.69906,Private room,31,2,135,2020-03-11,4.19,3,139
19851334,Encantador Apartamento con Patio Barrio La Latina,40877988,Raul,Centro,Palacio,40.40966,-3.71179,Entire home/apt,85,3,144,2020-03-10,4.24,64,88
19852477,Cozy Apartment in Malasaña,140377797,Raquel,Centro,Universidad,40.42814,-3.70405,Entire home/apt,32,2,1,2017-07-23,0.03,1,0
19852913,"Bright, central, Gran Vía, 1 bedroom, chic, AC",37291567,Luis,Centro,Sol,40.41939,-3.70047,Hotel room,99,2,7,2018-11-10,0.24,23,0
19853218,Apartamento a estrenar en el centro de Madrid,77069397,Ignacio,Chamberí,Vallehermoso,40.43909,-3.70781,Entire home/apt,90,3,35,2019-10-06,1.06,1,179
19853903,"2 bedrooms and terrace in city center ""Relatores""",28038703,Luxury Rentals Madrid,Centro,Embajadores,40.41251,-3.70189,Entire home/apt,5000,3,20,2020-01-02,0.66,121,365
19854570,Ático Penthouse Rooftop Amazing 360º View,30009630,Virginia,Tetuán,Castillejos,40.46427,-3.69278,Entire home/apt,119,3,67,2020-02-26,2.05,1,76
19859340,Apartamento centro Madrid san Gregorio,2711109,Yolanda ... /Alrezkate S.L.U,Centro,Justicia,40.42519,-3.69746,Entire home/apt,70,28,4,2019-02-08,0.12,18,231
19859469,HOME SWEET HOME - MALASAÑA,140446987,Enrique,Centro,Universidad,40.42316,-3.70165,Entire home/apt,65,3,125,2020-03-13,3.69,7,16
19864129,muy cuidado apartamento con piscina y parking,70318261,Julio B,Ciudad Lineal,San Pascual,40.44534,-3.6532,Entire home/apt,79,3,60,2020-01-07,1.79,1,230
19867197,Charming Fuencarral II - City Center,11758246,Javier,Centro,Universidad,40.42258,-3.70131,Entire home/apt,32,2,53,2019-11-17,1.59,1,223
19870994,Spacious apartment w balconies downtown,71433755,Alessandra,Centro,Embajadores,40.41091,-3.7049,Entire home/apt,145,3,2,2019-03-06,0.06,3,0
19872174,DOUBLE EXTERIOR ROOM Priv BATHROOM A/C Arguelles,112271726,Mario,Moncloa - Aravaca,Argüelles,40.42996,-3.71827,Private room,35,14,3,2019-07-26,0.14,22,31
19873989,"Grande supertranquila centro.Big, centric & quiet",12381498,Cristina,Centro,Embajadores,40.40708,-3.69617,Private room,26,1,237,2020-03-13,6.91,8,359
19874474,Barrio Salamanca esquina Goya,19687824,Maria Dolores,Salamanca,Lista,40.42854,-3.6719,Entire home/apt,56,7,20,2020-02-01,0.65,2,90
19875823,Dario Montes,140631775,Dario,San Blas - Canillejas,Simancas,40.43922,-3.62486,Private room,93,2,1,2018-01-09,0.03,1,365
19878179,Habitación tranquila,140663252,Sonia,Retiro,Niño Jesús,40.41316,-3.67103,Private room,20,15,0,,,1,0
19881317,Atractiva buhardilla,140698452,Jose,Centro,Embajadores,40.41186,-3.70611,Shared room,35,2,0,,,1,0
19890777,Mancebo´s apartment,122900519,Mirada,Centro,Palacio,40.41228,-3.71262,Entire home/apt,52,61,12,2020-03-08,0.37,1,2
19891220,Luca and Milo house,4961228,Gianluca,Latina,Cármenes,40.39919,-3.7383,Private room,50,1,0,,,1,0
19891688,Perfecto depto gran ubicación. Aeropuerto IFEMA,140815424,Carlos Y Nancy,San Blas - Canillejas,Rejas,40.44696,-3.58586,Entire home/apt,60,5,48,2020-03-25,1.49,1,179
19897544,Heima Homes Salamanca District - Retiro Park,23603298,Heima,Salamanca,Recoletos,40.42244,-3.68491,Entire home/apt,352,1,70,2020-03-03,2.09,12,308
19902177,Fabulous brand new exterior apartment Lagasca X,32046323,Juan,Salamanca,Castellana,40.43751,-3.68506,Entire home/apt,258,30,1,2019-08-02,0.10,79,327
19902506,Habitación en Avda de América a 15 min de Barajas,97214096,Yasmina,Chamartín,Prosperidad,40.44142,-3.67345,Private room,25,2,165,2020-02-29,4.85,3,46
19905240,FREE WiFi Studio Downtown Madrid La Latina,27526991,Leticia&Fer,Centro,Palacio,40.41345,-3.70876,Hotel room,72,3,39,2019-09-04,1.14,45,227
19905676,Habitación con cama doble en el centro de Madrid,51196774,Ainara,Centro,Embajadores,40.4094,-3.70132,Private room,20,10,0,,,1,0
19906346,Apartamento en el centro histórico de Madrid,140956171,Ascensión,Centro,Palacio,40.40979,-3.7126,Entire home/apt,60,2,73,2020-03-03,2.90,1,134
19907016,"Centrica y tranquila. Big,centric and quiet Room",12381498,Cristina,Centro,Embajadores,40.40663,-3.69786,Private room,26,1,195,2020-03-06,5.95,8,365
19919009,"New, bright & central studio, Reina Sofia, AC",37291567,Luis,Centro,Embajadores,40.4106,-3.69738,Hotel room,80,2,1,2018-10-13,0.05,23,300
19919360,"Centro, Madrid.  Que cerca esta todo !!!!!",141092578,José,Centro,Embajadores,40.40675,-3.70321,Entire home/apt,68,2,122,2020-03-01,3.63,1,133
19922980,Chic & Vintage apartment in Malasaña - City Centre,141132718,L. Felipe,Centro,Universidad,40.42285,-3.70584,Entire home/apt,70,2,42,2020-02-24,1.33,1,180
19924834,CoV19 Free Modern& Beautiful Apt Historic District,4975799,Kristian,Centro,Sol,40.41714,-3.70339,Entire home/apt,65,1,214,2020-03-08,6.38,12,365
19929014,Confortable habitación para dos en pleno centro,11033816,Giovanna,Arganzuela,Palos de Moguer,40.40611,-3.6948,Private room,40,1,46,2020-03-08,1.35,1,364
19931449,Charming and bright apartment in Madrid Center,134687379,Luis,Centro,Embajadores,40.41245,-3.70742,Entire home/apt,180,2,81,2020-02-25,2.48,1,1
19936762,"New, bright, central, 2-bedroom, Reina Sofia, AC",37291567,Luis,Centro,Embajadores,40.40884,-3.69537,Hotel room,100,2,1,2018-07-09,0.04,23,282
19937680,Hermoso apartamento en Madrid,99018982,Alterhome,Salamanca,Castellana,40.43331,-3.68609,Entire home/apt,63,1,7,2020-01-30,0.26,120,365
19938364,"3-bedroom duplex, rooftop terrace, Reina Sofia, AC",37291567,Luis,Centro,Embajadores,40.41058,-3.69653,Hotel room,1000,2,54,2019-12-24,2.01,23,251
19941018,NEW FLAT IN PALACIO 1 !!,140876031,Pepa,Centro,Palacio,40.413,-3.71466,Entire home/apt,99,1,15,2017-10-28,0.44,4,0
19941235,NEW FLAT IN PALACIO 3 !!,140876031,Pepa,Centro,Palacio,40.41159,-3.71484,Entire home/apt,89,1,14,2017-11-04,0.41,4,0
19941493,NEW FLAT IN PALACIO 5 !!,140876031,Pepa,Centro,Palacio,40.41132,-3.71481,Entire home/apt,79,1,9,2017-11-04,0.26,4,0
19945366,Beautiful apartment in Nuevos Ministerios,2663124,Claudia,Chamberí,Rios Rosas,40.44107,-3.69511,Entire home/apt,60,5,47,2020-02-26,1.41,1,365
19946294,Habitacion muy confortable,69930624,Rubi,Latina,Puerta del Angel,40.41216,-3.728,Private room,17,1,1,2017-07-24,0.03,2,0
19946617,"Flat Madrid museums, 55 sq.m, 2 BR, 1 BTHR, 5 peop",2155254,Alba,Centro,Embajadores,40.40704,-3.70074,Entire home/apt,75,2,90,2020-03-01,2.65,1,126
19947952,Upper floor with barbecue private bathroom.,141378392,Santiago,Carabanchel,Opañel,40.38912,-3.71819,Private room,25,3,83,2020-03-03,2.44,2,365
19950304,Huertas Apartment @ Puerta del Sol,57631899,Astrid,Centro,Sol,40.41587,-3.70313,Entire home/apt,100,1,100,2020-03-04,2.94,4,208
19950457,Apartment in the heart of Lavapies for 4 people.,141404257,David,Centro,Embajadores,40.40975,-3.70449,Entire home/apt,50,2,0,,,1,0
19956296,"Gran habitación con cama matrimonial, metro Lista",90186677,Marianna,Salamanca,Lista,40.43139,-3.67751,Private room,38,7,2,2017-08-06,0.06,7,1
19957892,Cozy & Renewed 1BD - CITY CENTER,141483194,Sofia,Centro,Cortes,40.41117,-3.69417,Entire home/apt,68,2,41,2020-03-05,1.26,1,95
19958108,Luxury Apartment Museum Mile Atocha,141485551,Camila,Centro,Cortes,40.41187,-3.69781,Entire home/apt,80,3,49,2020-02-23,1.50,1,89
19958174,BEST LOCATION IN CENTRAL MADRID ROYAL PALACE MAYOR,14626191,Andrea Y Daniel,Centro,Palacio,40.4161,-3.70952,Entire home/apt,40,3,103,2020-03-16,3.01,10,231
19962657,PISO TRANQUILO Y ACOGEDOR,32192356,Veronika,Puente de Vallecas,Portazgo,40.3917,-3.64478,Private room,17,1,65,2020-03-14,1.93,1,362
19963200,Habitación  con encanto en el centro de Madrid.,21514613,Saray,Centro,Palacio,40.41098,-3.71081,Private room,35,1,1,2017-09-16,0.03,1,0
19964835,"Excelente habitación, confortable y muy agradable!",125476598,Ale,Ciudad Lineal,Ventas,40.42311,-3.65409,Private room,20,2,142,2020-03-16,4.27,1,280
19974031,"Cozy, charming apartment, in the best of Malasaña",141581320,Alex Y Cynthia,Centro,Universidad,40.42588,-3.70235,Entire home/apt,64,3,120,2020-02-23,3.60,1,352
19975360,habitación privada en piso compartido,35269260,Romain,Centro,Justicia,40.42653,-3.69999,Private room,25,6,0,,,1,0
19975472,Espacioso apartamento luminoso en Madrid,99018982,Alterhome,Moncloa - Aravaca,Ciudad Universitaria,40.44722,-3.71145,Entire home/apt,91,1,10,2020-01-04,0.31,120,365
19976306,Cozy and central studio,59187172,Sergio,Centro,Embajadores,40.40975,-3.69741,Entire home/apt,50,2,231,2020-03-11,6.82,6,226
19976356,"Excellent location in Lavapiés, sunny cozy loft",4063691,Pedro,Centro,Embajadores,40.40885,-3.70183,Entire home/apt,65,5,81,2020-03-11,3.14,1,259
19976851,1-bedroom apartment with terrace in Malasaña,131931072,Ross,Centro,Universidad,40.42432,-3.70283,Entire home/apt,75,5,0,,,1,0
19978045,Céntrico y acogedor apartamento abuhardillado,135512858,Carlos,Centro,Embajadores,40.40894,-3.69737,Entire home/apt,64,3,15,2018-02-11,0.47,1,0
19978260,"Habitación privada en Ático en Gran Vía, Madrid",141685867,Andres,Centro,Justicia,40.42307,-3.70016,Private room,90,2,43,2020-03-04,1.32,1,179
19978441,Bonito apartamento a 10 minutos de Atocha con A/C,6269978,Jorge,Puente de Vallecas,Numancia,40.39984,-3.66641,Entire home/apt,60,14,20,2019-10-31,0.65,1,337
19980058,EXCLUSIVE APARTMENT IN CHUECA (Madrid city center),141702330,Maria,Centro,Justicia,40.42248,-3.69723,Entire home/apt,145,5,14,2019-06-16,0.46,1,142
19980478,"Stylish and central one-bedroom, balcony, AC!",37291567,Luis,Centro,Justicia,40.42661,-3.69859,Entire home/apt,1000,2,0,,,23,1
19980724,Habitación en la Latina,140578346,Giulia,Centro,Embajadores,40.40827,-3.70973,Private room,13,1,2,2017-08-24,0.06,1,0
19984000,AEROPUERTO MADRID  Desayuno +Netflix+HBO,106308247,Maria Adriela,Barajas,Timón,40.47534,-3.58253,Entire home/apt,55,4,375,2020-03-26,10.96,4,357
19984657,CoV19 Free Sunny Urban Apt. Historic District -Sol,4975799,Kristian,Centro,Sol,40.4174,-3.70204,Entire home/apt,75,1,222,2020-03-09,6.61,12,365
19987945,LOFT EN CHUECA,17701468,Vega,Centro,Justicia,40.42393,-3.69961,Private room,26,30,27,2020-01-21,1.04,2,318
19988832,(APARTAMENTOS SOL Y MAR) GOYA,21806105,Ricardo,Salamanca,Goya,40.42525,-3.6794,Entire home/apt,80,1,85,2020-03-08,2.60,2,87
19990090,Padilla 51,80975233,Ángela,Salamanca,Lista,40.43177,-3.67379,Private room,60,15,0,,,1,0
19990926,*Central Madrid Opera* Air Con. Room with Balcony,23918508,Leah,Centro,Palacio,40.41956,-3.70927,Private room,20,2,0,,,1,0
19992352,DOBO HOMES GRAN VIA 1 DORMITORIO,133056146,Dobo Rooms,Centro,Palacio,40.42322,-3.71056,Entire home/apt,53,1,11,2020-02-18,0.60,32,365
19993149,DOBO HOMES GRAN VIA 2 DORMITORIOS,133056146,Dobo Rooms,Centro,Palacio,40.42262,-3.71055,Entire home/apt,65,1,30,2020-03-16,0.93,32,365
19993726,"Mi casita, un espacio confortable y acogedor.",4781287,Maria Elena,Salamanca,Lista,40.42927,-3.67971,Entire home/apt,35,1,73,2020-03-08,2.26,1,333
19995205,Exclusive Studio (Barrio de Salamanca),18009715,Andrea,Salamanca,Recoletos,40.42671,-3.6861,Entire home/apt,94,1,25,2019-11-04,0.77,1,0
19996169,♡Stunning♡ best location | 3 bedroom | 5★ Gran Via,3940766,Héctor,Centro,Sol,40.4179,-3.70478,Entire home/apt,172,2,61,2020-02-19,1.79,1,169
19999450,Single cozy room,33292058,Danilo,Moncloa - Aravaca,Argüelles,40.42207,-3.71823,Private room,20,1,35,2019-09-04,1.06,1,0
20005240,Beautiful flat near Madrid Rio + Parking,130614305,Fernando & Emma,Carabanchel,Opañel,40.39223,-3.72418,Hotel room,66,2,118,2020-02-09,3.60,1,294
20009690,Full studio heart of Madrid 2.,67024778,Paola,Centro,Embajadores,40.4108,-3.70162,Entire home/apt,48,3,128,2020-03-15,3.98,2,288
20011081,Palacio Real next door Wifi-A/C-Terrace-Best View,142051402,The Love,Centro,Palacio,40.41372,-3.71336,Entire home/apt,60,2,12,2020-01-04,0.37,1,0
20011461,"Estudio a estrenar, calle Conde Duque, Madrid",142056043,Miguelo,Centro,Universidad,40.42672,-3.71078,Entire home/apt,70,4,18,2020-02-14,0.55,1,363
20022587,"Muy lumisoso, acogedor, WIFI,metro a 3 minutos",14375690,Marisa,Ciudad Lineal,Concepción,40.43181,-3.65869,Private room,24,1,146,2019-08-26,4.42,1,45
20026468,APARTAMENTO DELICIAS,137276230,Angel,Arganzuela,Palos de Moguer,40.40426,-3.6939,Entire home/apt,70,1,15,2019-06-29,0.44,1,104
20029097,GRAN VIA CLASSIC LUXURY SUITES,67353,Alexandre,Centro,Universidad,40.4227,-3.70802,Entire home/apt,70,5,34,2020-03-18,1.02,3,365
20029385,Santa Ana Plaza - MADFlats Collection,112373304,Daniel,Centro,Cortes,40.41505,-3.70046,Entire home/apt,139,1,5,2020-01-02,0.42,53,343
20029582,Perfect modern and clean apartment!,45223139,Ignacio,Salamanca,Guindalera,40.43695,-3.67532,Private room,48,20,1,2017-10-01,0.03,1,88
20030190,Opera Perspective,10024931,Jason,Centro,Palacio,40.41749,-3.7086,Entire home/apt,140,3,13,2019-10-07,0.47,5,89
20030372,Ca' Lau,58477737,Lau,Barajas,Timón,40.47274,-3.58364,Private room,25,1,81,2020-02-18,2.38,1,0
20031617,Cómodo y Reformado Apartamento en Madrid - WIFI/AC,62812361,Jennifer,Usera,Zofío,40.3817,-3.71494,Entire home/apt,32,3,77,2020-03-31,2.30,1,90
20031690,Stylish Salamanca - Free Parking,142266557,Dan,Salamanca,Castellana,40.43197,-3.68548,Entire home/apt,180,2,160,2020-03-13,4.81,1,344
20038769,habitacion centrica,132916405,Alvaro,Latina,Campamento,40.3981,-3.7676,Private room,15,1,3,2019-09-09,0.09,1,364
20043650,COZY DESIGN | SOL - PLAZA MAYOR,80228133,Daniel,Centro,Sol,40.41806,-3.70783,Entire home/apt,84,2,139,2020-03-11,4.10,2,123
20043719,Habitación individual o doble en el Rastro,142384024,María José,Centro,Embajadores,40.40797,-3.70545,Private room,30,2,24,2020-03-11,0.71,1,88
20044097,Cueva en tejado castizo,66304132,Olga,Centro,Embajadores,40.41172,-3.70648,Entire home/apt,40,3,30,2020-03-09,0.97,3,357
20046610,Plaza España & Royal Palace -closest charming room,2041825,Alejandro,Moncloa - Aravaca,Argüelles,40.42152,-3.71613,Private room,43,1,31,2019-01-28,0.99,1,68
20048800,Sunny big room in the heart of lavapies,142432286,Kelian,Centro,Embajadores,40.40607,-3.7015,Private room,500,3,0,,,1,0
20049518,Piso en Santa Maria,58626009,Nacho,Centro,Cortes,40.41181,-3.6971,Entire home/apt,39,5,0,,,1,0
20049665,Luis,68664241,Luis Carlos,Arganzuela,Chopera,40.39622,-3.69926,Private room,8,1,1,2020-01-04,0.23,3,0
20049683,Atico con terraza en el céntrico barrio de Tetuan.,69593570,Miguel,Tetuán,Valdeacederas,40.46567,-3.70181,Entire home/apt,73,3,48,2020-03-10,1.49,1,74
20059562,Habitación con baño privado,142551795,Sonia,Barajas,Aeropuerto,40.47277,-3.57437,Private room,35,1,66,2020-03-10,4.33,1,19
20060669,Peace in the city center. + 10 euros parking place,45759520,Alejandro,Arganzuela,Acacias,40.39987,-3.70478,Entire home/apt,60,4,6,2017-10-21,0.18,3,0
20060899,Habitación doble en Arturo Soria,90612614,Rube,Ciudad Lineal,Concepción,40.44286,-3.64226,Private room,15,3,0,,,2,0
20060963,Private room in a central part of the City,142563487,P.T,Chamberí,Gaztambide,40.43095,-3.71519,Private room,20,2,5,2019-09-15,0.48,2,114
20061373,"Amplia, comoda y luminosa habitación en el Retiro.",36650482,Carolina,Retiro,Pacífico,40.40583,-3.6804,Private room,25,3,102,2020-03-17,3.01,3,124
20063313,Downtown Boutique - MADFlats Collection,112373304,Daniel,Chamberí,Trafalgar,40.43008,-3.70185,Entire home/apt,139,1,9,2020-01-28,0.28,53,365
20068181,Ático en Parque Tierno Galván,24849314,Raquel,Arganzuela,Legazpi,40.38385,-3.6862,Entire home/apt,69,2,82,2020-05-09,2.47,1,339
20069006,Castellana/Bernabéu Area 8 PAX Apartment,119095036,Fernando,Chamartín,Nueva España,40.46326,-3.68566,Entire home/apt,110,2,140,2020-03-08,4.27,3,166
20069463,M (ACA11) ESTUDIO 4 PAX,100336740,Victoria&Fer,Arganzuela,Acacias,40.40432,-3.70447,Entire home/apt,52,1,0,,,50,196
20070091,Casa muy acojedora en Madrid - Zona Castellana,123995944,Luis,Tetuán,Castillejos,40.4609,-3.6964,Entire home/apt,100,2,56,2020-03-01,1.71,2,168
20073961,"Easy Home, Easy Life",39295381,Nacho,Chamartín,Prosperidad,40.43896,-3.67844,Entire home/apt,80,2,21,2018-09-01,0.71,1,13
20074105,Céntrico apartamento con altillo,142692796,Ricardo,Centro,Justicia,40.42647,-3.70019,Entire home/apt,75,2,73,2020-01-07,2.21,2,79
20081619,"Amplio, céntrico y  con mucho arte",5558548,Marina,Arganzuela,Imperial,40.4129,-3.7203,Private room,33,3,32,2020-03-07,0.97,1,29
20082564,"Duplex in Four towers, Kio towers",132709927,Kike,Tetuán,Valdeacederas,40.4706,-3.70212,Entire home/apt,140,4,6,2019-06-02,0.18,1,364
20088756,Habitación en el Centro de Madrid,142837429,Paula Julia,Salamanca,Goya,40.42748,-3.66896,Private room,190,2,2,2017-09-03,0.06,3,364
20089804,Your BEST EXPERIENCE in old Madrid. Santa Ana,14626191,Andrea Y Daniel,Centro,Cortes,40.41423,-3.70206,Entire home/apt,60,3,80,2020-03-05,2.35,10,212
20091922,Private room with bathroom in the heart of Madrid,5303090,Giacomo Maria,Centro,Embajadores,40.41113,-3.70074,Private room,32,1,2,2017-08-19,0.06,1,0
20097217,Gran Vía Terrace City Center,54310958,Be Mate,Centro,Justicia,40.41984,-3.69986,Entire home/apt,123,2,72,2019-07-31,2.13,49,0
20097481,Sol Arenal City Center,54310958,Be Mate,Centro,Sol,40.41845,-3.70757,Entire home/apt,116,2,27,2020-02-02,0.82,49,167
20098186,LEEWAYS APARTMENT in FÚCAR,107141654,Leeways,Centro,Cortes,40.41221,-3.69556,Entire home/apt,200,1,193,2020-03-18,5.73,69,107
20115728,Private room in the heart of Madrid,8955923,Luiza,Centro,Cortes,40.41294,-3.69511,Private room,25,1,1,2017-09-09,0.03,2,11
20119463,Flat in Gran Vía,17205197,Sandra,Centro,Universidad,40.42042,-3.70307,Entire home/apt,70,5,0,,,1,0
20123570,MODERN 2 BR 2 BATHS IN P.MAYOR 1,143045089,Marcos,Centro,Palacio,40.4149,-3.70934,Entire home/apt,64,1,144,2020-04-13,4.32,2,364
20127528,MODERN 2 BR 2 BATHS IN P.MAYOR,143045089,Marcos,Centro,Palacio,40.41433,-3.71022,Entire home/apt,68,1,136,2020-03-13,4.02,2,364
20129330,Bonita habitacion al lado del Parque de Retiro,142223688,Betty,Retiro,Ibiza,40.41734,-3.67527,Private room,21,30,54,2019-10-01,1.60,3,365
20130468,GRAN VIA Apartment / WIFI / 6 px,37918137,Diana,Centro,Justicia,40.42108,-3.70076,Entire home/apt,80,2,120,2020-03-10,3.70,13,362
20130942,Habitación privada.Cerca aeropuerto IFEMA WANDA,1900722,Nuria,Barajas,Casco Histórico de Barajas,40.46906,-3.58089,Private room,34,1,31,2020-01-07,0.98,4,345
20132289,Latina Suite - MADFlats Collection,112373304,Daniel,Centro,Embajadores,40.41193,-3.7074,Entire home/apt,139,1,8,2019-11-18,0.25,53,365
20134870,Casa pequeña en el barrio latina con mascotas,3810030,Virginia,Centro,Palacio,40.40972,-3.71408,Private room,18,15,9,2019-12-03,0.28,1,364
20136529,Habitación económica  grande y tranquila,143197318,Marta Lucia,Ciudad Lineal,Ventas,40.43072,-3.65534,Private room,20,1,102,2020-03-13,3.84,2,318
20137067,Habitación luminosa cerca del centro y Madrid Río,17482222,Javier,Arganzuela,Acacias,40.39895,-3.70596,Private room,25,1,0,,,1,0
20137121,Habitación sencilla economica,143197318,Marta Lucia,Ciudad Lineal,Ventas,40.43084,-3.65445,Private room,19,1,179,2020-02-27,5.39,2,312
20142259,Spacious and Charming on the Plaza de la Paja,132507619,Doreen,Centro,Palacio,40.41349,-3.71095,Entire home/apt,125,5,10,2020-01-01,0.29,1,185
20142789,Habitación privada cerca de Aeropuerto IFEMA Wanda,1900722,Nuria,Barajas,Casco Histórico de Barajas,40.46906,-3.58089,Private room,37,1,55,2020-02-02,1.70,4,345
20145945,Espacio Museo del Prado. Dos habitaciones.,97608828,Antonio,Centro,Cortes,40.41097,-3.69293,Private room,120,3,0,,,3,83
20148324,Cozy Flat in La Latina,16439253,Pablo,Centro,Embajadores,40.41188,-3.7068,Entire home/apt,290,2,56,2020-03-08,1.68,1,107
20150267,"rooms cuatro caminos artistas,center madrid",1718458,Juan,Tetuán,Cuatro Caminos,40.44828,-3.70024,Private room,16,3,1,2018-09-09,0.05,30,365
20153564,Rivendel,80622565,Hernan,Puente de Vallecas,San Diego,40.38688,-3.66552,Entire home/apt,31,1,1,2017-08-07,0.03,1,0
20159186,APARTAESTUDIO GRAN VIA MADRID,114454030,Luis,Centro,Palacio,40.42095,-3.70738,Entire home/apt,44,1,157,2020-02-16,4.67,2,17
20161838,Tranquilo apartamento en el Barrio de las Letras.,143477812,José Alfonso,Centro,Cortes,40.41417,-3.6997,Entire home/apt,69,2,169,2019-06-03,5.00,1,0
20163416,Room in Madrid center.,97832983,Carlos,Centro,Embajadores,40.40918,-3.7067,Private room,24,2,25,2019-12-09,0.76,1,0
20164403,Apartamento moderno con vistas en pleno centro,143500952,Javier,Centro,Universidad,40.42458,-3.71123,Private room,85,2,1,2017-09-07,0.03,1,0
20164971,Atocha IV,99018982,Alterhome,Centro,Embajadores,40.41029,-3.69697,Entire home/apt,68,1,2,2019-05-12,0.07,120,77
